county,obe_21,fei_20,pi_20,aeo_20,uni_20,ieq_20,reg
Kent,0,8.1000004,19.799999,91,6.4000001,4.1999998,3
Keweenaw,0,7.4000001,22.1,9.1999998,7.0999999,4.1999998,3
Lake,0,6.8000002,29.200001,91.199997,8,4.5999999,3
Lapeer,1,8.6000004,21.799999,58.200001,6.3000002,3.9000001,3
Leelanau,0,9,15.4,59.200001,8.5,3.5999999,3
Lenawee,1,8,28.299999,71.300003,5.9000001,3.9000001,3
Livingston,0,8.8999996,21.5,88.800003,4.0999999,3.7,3
Luce,0,7.5,19.700001,69.900002,7.5999999,3.4000001,3
Mackinac,1,6.5999999,30.4,88.5,11.5,4.1999998,3
Macomb,0,8,25.299999,94.599998,6.4000001,4.1999998,3
Manistee,0,8,22,89.5,7.5,3.9000001,3
Marquette,1,7.8000002,20.299999,84,5.6999998,4.4000001,3
Mason,1,8.1000004,24.5,85.300003,6.4000001,4.1999998,3
Mecosta,1,7,26.5,67.800003,6.5,4.6999998,3
Menominee,0,7.3000002,26,72.300003,7,4.0999999,3
Midland,1,8.1000004,21,82.900002,5,4.5,3
Missaukee,1,8.1999998,22.799999,66.599998,7.5999999,3.8,3
Monroe,1,8.1999998,28.200001,78.699997,5,4.0999999,3
Montcalm,1,8,24.6,66.199997,7,4,3
Montmorency,1,7.9000001,21.299999,71.599998,7.4000001,3.5999999,3
Muskegon,1,6.5,24,76.800003,5.5,4.3000002,3
Newaygo,0,8.3000002,25.5,78.800003,7.1999998,4.3000002,3
Oakland,0,8.1999998,19,94.5,4.9000001,4.6999998,3
Oceana,1,8.3000002,25.700001,89,9.1999998,4,3
Ogemaw,1,8,31,68.099998,7.3000002,3.7,3
Ontonagon,0,7.0999999,31.4,71.599998,8.3999996,3.8,3
Osceola,1,7.5,20.1,49.5,8,4.1999998,3
Oscoda,0,8.1000004,28.200001,90.599998,9,3.8,3
Otsego,1,8,25.5,88.699997,6,3.9000001,3
Ottawa,0,8.3000002,20.799999,88.599998,5.1999998,3.7,3
Presque Isle,0,7.4000001,25.700001,72.5,7.5999999,4,3
Roscommon,1,6.8000002,32.700001,99.400002,7.5,4.0999999,3
Saginaw,1,7,25.5,70.599998,6.0999999,4.5999999,3
St. Clair,1,7.3000002,26.200001,72.900002,5.9000001,4.3000002,3
St. Joseph,1,8.1000004,31.700001,58.599998,8.1999998,3.7,3
Sanilac,1,8.1999998,26.6,38.799999,7.5,4.0999999,3
Schoolcraft,0,6.9000001,26.299999,75.5,8.3999996,4.5999999,3
Shiawassee,1,7.8000002,28.6,68.5,5.6999998,3.8,3
Tuscola,1,8.1999998,29.6,60.400002,6,4,3
Van Buren,1,8.3999996,28,64.800003,8.1999998,4.3000002,3
Washtenaw,0,7.6999998,15.3,90.199997,4.5999999,5.1999998,3
Wayne,1,6.6999998,26.5,95.5,6.8000002,5.8000002,3
Wexford,0,7.9000001,29.5,88.699997,6.8000002,3.8,3
Aitkin,0,7.6999998,29,50.299999,6.5999999,4.0999999,3
Anoka,0,8.6999998,19.799999,95.300003,4.5999999,3.4000001,3
Becker,0,7.8000002,27,64.5,6.9000001,4,3
Beltrami,1,7.6999998,23,79.800003,9,4.5,3
Benton,0,8.1999998,21.9,73.900002,4.5999999,4.0999999,3
Big Stone,1,7.6999998,26.200001,69.900002,6,4.5,3
Blue Earth,1,7.0999999,20.200001,83.400002,4.5,4.4000001,3
Brown,1,8.6999998,23.9,81.599998,4.3000002,3.8,3
Carlton,0,8.1999998,21.200001,72.900002,5.3000002,3.9000001,3
Carver,0,9.5,15.9,96.400002,3.2,3.9000001,3
Cass,1,8.1999998,27.799999,72.099998,8.3000002,4.0999999,3
Chippewa,1,8.8000002,26.700001,65,6.1999998,4.1999998,3
Chisago,0,9.1999998,23.700001,78.900002,4.1999998,3.3,3
Clay,0,8.6999998,19.9,87.099998,4.8000002,4.5,3
Clearwater,0,6.8000002,28,64.199997,8.6000004,4.8000002,3
Cook,0,8,18.299999,98.699997,8.3999996,3.8,3
Cottonwood,1,7.5,33.400002,78.400002,6.0999999,3.9000001,3
Crow Wing,0,8.6999998,21.5,70.199997,5.1999998,4.3000002,3
Dakota,0,8.8999996,18.200001,97.199997,3.9000001,3.8,3
Dodge,1,9.3999996,26.6,65.099998,4.4000001,3.4000001,3
Douglas,1,8.5,24.9,79.699997,3.9000001,4.0999999,3
Faribault,1,8.5,27.6,70.5,6.3000002,4.1999998,3
Fillmore,0,9,27.299999,79.699997,7.3000002,3.9000001,3
Freeborn,1,8.1000004,25.1,69.199997,6.4000001,3.7,3
Goodhue,1,8.6999998,23.1,90.699997,5.5999999,4.3000002,3
Grant,1,7.6999998,28.9,60,5.8000002,3.5999999,3
Hennepin,0,8.3000002,16.4,99.599998,5.4000001,4.9000001,3
Houston,0,8.8999996,24.4,97,4.9000001,3.8,3
Hubbard,0,8.3000002,25.5,57.599998,6.8000002,3.9000001,3
Isanti,1,9,26.6,40.099998,4.8000002,3.5,3
Itasca,1,8.1000004,25.299999,64.099998,6,4.4000001,3
Jackson,1,8.8999996,27.1,46.599998,4.9000001,3.8,3
Kanabec,0,8.5,29.9,39.099998,6.4000001,3.9000001,3
Kandiyohi,0,8.3999996,21.700001,66.800003,6.8000002,4.1999998,3
Kittson,1,7.3000002,22.6,40,5.5999999,3.5999999,3
Koochiching,0,6.8000002,27.5,71.900002,7.1999998,4.8000002,3
Lac qui Parle,1,8.8000002,28,47.200001,5.6999998,4.0999999,3
Lake,0,8.8999996,27.799999,77.099998,4.6999998,3.8,3
Lake of the Woods,0,8,28.5,56.299999,6.4000001,3.9000001,3
Le Sueur,1,9.1000004,21.299999,76.599998,5,3.5999999,3
Lincoln,0,8.6999998,19.799999,48.700001,6.0999999,4.5,3
Lyon,0,8.1999998,23,76.400002,5.3000002,4.3000002,3
McLeod,1,8.6999998,23.4,78,4.8000002,3.5999999,3
Mahnomen,1,6.5999999,27.9,54,9.5,4.5,3
Marshall,1,7.5,22.9,50.099998,5.8000002,3.7,3
Martin,0,7.8000002,22.4,74.300003,6.5,4.1999998,3
Meeker,1,8.6000004,21,57.599998,5,3.7,3
Mille Lacs,0,8.6999998,25.1,60.700001,7.1999998,4.0999999,3
Morrison,0,7.9000001,25,48.700001,5.5999999,4.3000002,3
Mower,1,8.6999998,24.799999,73.400002,6.9000001,4.5,3
Murray,1,8.8000002,25.200001,41.5,5.9000001,3.8,3
Nicollet,0,8.3000002,17.9,82.099998,4.1999998,3.5999999,3
Nobles,1,8.5,27.700001,65.099998,10.4,4.3000002,3
Norman,1,8,27.4,41.599998,6.4000001,3.9000001,3
Olmsted,0,8.8999996,19.5,90.699997,4.4000001,4.1999998,3
Otter Tail,0,8.5,23,55.299999,6.3000002,4,3
Pennington,0,8.3000002,22.9,67.199997,4.3000002,4.3000002,3
Pine,1,8.3999996,27.9,62.599998,6.6999998,4.3000002,3
Pipestone,1,8.1999998,26.1,65.400002,8.6000004,4.3000002,3
Polk,1,7.9000001,27.4,67.400002,5.6999998,5.0999999,3
Pope,0,8.8999996,21.799999,51.599998,5.4000001,3.9000001,3
Ramsey,0,8,19,99.800003,5.8000002,4.6999998,3
Red Lake,1,6.1999998,26.5,62.900002,6.5999999,3.9000001,3
Redwood,1,7.6999998,27.4,63.700001,7.5,4.0999999,3
Renville,1,8.3000002,25,68.400002,7.4000001,4,3
Rice,0,8.6000004,19.6,83.5,5.5999999,4.0999999,3
Rock,0,8.8000002,27.9,60.299999,5.3000002,4.1999998,3
Roseau,1,8.3000002,25.799999,48.400002,6.0999999,3.4000001,3
St. Louis,0,7.8000002,22.1,82.400002,5.1999998,4.5999999,3
Scott,0,9.3000002,18.700001,88.199997,3.8,3.7,3
Sherburne,0,8.8999996,19.6,88.5,3.8,3.4000001,3
Sibley,1,9.3000002,28.799999,59.599998,6.6999998,3.5999999,3
Stearns,0,8.3000002,21.9,75.900002,4.9000001,4.0999999,3
Steele,1,8.8000002,21.299999,70.199997,4.4000001,3.9000001,3
Stevens,0,8.5,22.799999,77,4.8000002,5.1999998,3
Swift,1,8.1000004,28.9,44.400002,6,4.8000002,3
Todd,1,7.9000001,24.5,39.700001,8.3000002,4.0999999,3
Traverse,0,7.9000001,31.9,65.599998,7.5,3.8,3
Wabasha,1,9.1999998,25.5,91.300003,4.6999998,3.8,3
Wadena,1,7.5,30.1,66.800003,6.0999999,3.5999999,3
Waseca,0,8.3999996,25.299999,79.300003,4.6999998,4.3000002,3
Washington,0,8.8999996,16.200001,94.400002,3.3,3.5999999,3
Watonwan,1,9.3000002,25.4,72.699997,8.3000002,4.5999999,3
Wilkin,1,8.5,31.6,62.099998,4.5999999,4.5,3
Winona,0,8.3999996,25.200001,96.400002,5.5999999,4.4000001,3
Wright,0,9.3000002,20,85.800003,4,3.5,3
Yellow Medicine,1,8.3000002,28.9,58.299999,6.0999999,4.0999999,4
Adams,1,4.9000001,31.9,69.099998,15,6.1999998,4
Alcorn,1,7.5,35.099998,31.4,14.4,4.5,4
Amite,1,6.3000002,37,26.9,18.4,5.5999999,4
Attala,1,5.9000001,30.299999,33.200001,14.5,5.9000001,4
Benton,1,5.5,24.9,79.699997,15.6,5.3000002,4
Bolivar,1,3.4000001,33,38.799999,15.6,6.6999998,4
Calhoun,1,6.9000001,39.400002,38,18.799999,5.0999999,4
Carroll,0,6,41.400002,21.299999,16.1,5.0999999,4
Chickasaw,1,6.9000001,31.700001,22.9,17.299999,5.3000002,4
Choctaw,1,7.1999998,34.200001,8.3999996,13.6,5.4000001,4
Claiborne,1,3.5,42.5,.40000001,14.5,5.5,4
Clarke,1,7,33.099998,24.299999,14.7,5.5999999,4
Clay,1,5,30.4,67.400002,14.8,5.3000002,4
Coahoma,1,3.5999999,35.799999,72.199997,13.6,6.0999999,4
Copiah,1,5.8000002,43.200001,42.700001,15.6,5.1999998,4
DeSoto,1,7.5999999,28.799999,70.400002,10.4,3.7,4
Forrest,1,6.1999998,28.6,74.699997,15.4,5.3000002,4
Franklin,1,6.1999998,32.099998,69.900002,14.4,4.9000001,4
George,1,7.9000001,32.299999,39.900002,14.7,4.4000001,4
Greene,1,7.5999999,28.5,13.7,15.4,4.6999998,4
Grenada,1,6.1999998,32.700001,34,14.7,5.0999999,4
Hancock,1,6.8000002,35.299999,54.700001,15.6,4.6999998,4
Harrison,1,6,30,71.199997,15.8,4.8000002,4
Hinds,1,5.0999999,31.200001,68.599998,14.2,5,4
Holmes,1,1.5,41.599998,27.1,14.4,6.5999999,4
Humphreys,1,3.8,28.1,35.900002,15.4,5.0999999,4
Issaquena,0,2.3,43.400002,18.1,18,6.1999998,4
Itawamba,1,7.6999998,30.4,49,15.3,4.0999999,4
Jackson,1,6.9000001,26.299999,75.099998,13.8,4.5999999,4
Jasper,1,6.3000002,38.799999,29.9,15.3,5.1999998,4
Jefferson,1,3.3,35.099998,61.099998,14.9,5.0999999,4
Jefferson Davis,1,5.1999998,37.400002,22.9,17.1,6.1999998,4
Jones,1,7,35.900002,50.5,17,5,4
Kemper,1,3.3,35.700001,1.2,20.1,4.1999998,4
Lafayette,0,5.8000002,26.200001,80.5,13.8,5.6999998,4
Lamar,1,7.5999999,25.5,51.799999,13.1,5.0999999,4
Lauderdale,1,6,33.599998,51.799999,12.6,5.4000001,4
Lawrence,1,6.6999998,44.200001,27.799999,15.5,5,4
Leake,1,6.0999999,35,22.799999,19,5.5999999,4
Lee,0,6.9000001,28.9,53.299999,14.1,4.9000001,4
Leflore,1,2.3,33.299999,69.300003,14.5,8.3000002,4
Lincoln,1,6.1999998,32.700001,53.599998,14.7,6,4
Lowndes,1,6.3000002,30.1,67.300003,14.3,5.6999998,4
Madison,1,7.5,22.4,76.699997,10.6,4.5999999,4
Marion,1,5.5999999,29.6,35.5,16,5.6999998,4
Marshall,1,6.5999999,37.200001,34.700001,14.4,4.5999999,4
Monroe,1,7.1999998,37.400002,24.1,14.8,5.1999998,4
Montgomery,1,6.3000002,35.200001,8.1000004,15.1,6,4
Neshoba,1,7.1999998,32.299999,44.799999,18,5.0999999,4
Newton,1,6.8000002,31.700001,45.299999,16.799999,4.9000001,4
Noxubee,1,4.6999998,39.799999,39.5,17.700001,5.3000002,4
Oktibbeha,1,5.1999998,24.299999,60.099998,15.6,8.5,4
Panola,1,5.8000002,40,18.1,14.3,4.1999998,4
Pearl River,1,7.5,32.299999,48,15.1,5.3000002,4
Perry,1,7.3000002,32.599998,55,16.799999,4.9000001,4
Pike,1,5.4000001,37.099998,52.299999,15.2,7.1999998,4
Pontotoc,1,7.6999998,31.9,29.1,17.6,4.1999998,4
Prentiss,1,7.3000002,42.799999,57.099998,15.5,5.1999998,4
Quitman,1,3.2,40.799999,17.4,16,6.0999999,4
Rankin,1,7.5999999,30.200001,70.099998,10.7,3.8,4
Scott,1,6.5,37.799999,68.599998,20.5,5.3000002,4
Sharkey,1,4.3000002,29.200001,2,16.4,4.0999999,4
Simpson,1,6.5,29.6,29.4,15.4,5,4
Smith,1,7.1999998,32.200001,46.700001,15.7,5.4000001,4
Stone,1,7.0999999,34.700001,69.300003,13.3,4.4000001,4
Sunflower,1,3.2,32.700001,27.799999,15.1,5,4
Tallahatchie,1,4.4000001,30.4,27.4,14.6,6,4
Tate,1,6.1999998,27.200001,29.200001,15.5,4.8000002,4
Tippah,1,7.1999998,42.5,58.299999,15.3,4.4000001,4
Tishomingo,1,8.1999998,41.5,51.200001,17,4.4000001,4
Tunica,1,4.5999999,30.700001,56.5,12.8,4.5999999,4
Union,1,7.5,30.9,58.700001,17.5,4.3000002,4
Walthall,1,6.4000001,32.700001,20.5,18.1,6.0999999,4
Warren,1,5.6999998,35.299999,54.700001,14.1,5.5999999,4
Washington,1,3.7,35.900002,77.300003,16.200001,5.5999999,4
Wayne,1,6.9000001,40.400002,7.6999998,16.4,5.9000001,4
Webster,1,7,27.799999,0,14,5.1999998,4
Wilkinson,1,4.6999998,33.400002,11,16.200001,4.5,4
Winston,1,6.0999999,39.299999,28.9,16.799999,4.9000001,4
Yalobusha,1,6.8000002,32.900002,34.5,14.3,4.4000001,4
Yazoo,1,4.0999999,36.700001,29.4,14.7,6,3
Adair,0,6.5999999,31.700001,78.300003,10.6,6.5,3
Andrew,0,8.5,21.6,64.300003,9.3999996,4.1999998,3
Atchison,1,8,23.799999,76.5,12,3.9000001,3
Audrain,1,7.5,31.6,72.900002,12.3,3.5,3
Barry,1,7.8000002,28,49.099998,17.5,4.1999998,3
Barton,0,6.9000001,30.200001,34.799999,14.4,4.8000002,3
Bates,1,8.1999998,27.4,36.700001,12.8,4.1999998,3
Benton,1,7.6999998,31.6,31.1,14.9,4.3000002,3
Bollinger,1,7.0999999,32.599998,26.1,14.2,4.3000002,3
Boone,0,7.0999999,22.799999,82.699997,10.1,4.9000001,3
Buchanan,1,7.5,32.200001,82.699997,11.5,4.3000002,3
Butler,1,6.9000001,39.700001,68.5,12.8,5.0999999,3
Caldwell,1,7.6999998,29,45.099998,12.4,4.3000002,3
Callaway,1,7.8000002,28,68,10.6,3.8,3
Camden,0,7.6999998,27.4,69.199997,14.3,4.4000001,3
Cape Girardeau,0,7.3000002,29,75.900002,10.4,4.5999999,3
Carroll,0,7.5,28,48,13.2,5.0999999,3
Carter,0,5.5999999,36.900002,76.5,16,4.5999999,3
Cass,1,7.9000001,26,69.300003,8.8000002,3.7,3
Cedar,0,7.3000002,29.799999,57.599998,14.6,3.9000001,3
Chariton,1,8,28.799999,33.5,12,4.8000002,3
Christian,1,8,24.9,67.300003,10.1,3.7,3
Clark,0,7.5999999,28.700001,44.200001,13.8,4,3
Clay,1,8,23.700001,90.900002,8.6000004,3.7,3
Clinton,1,8.3000002,34.5,53.900002,9.1999998,4,3
Cole,1,7.5,20.700001,77.5,10.1,3.9000001,3
Cooper,1,7.5999999,25.799999,59,10.6,4,3
Crawford,1,7.6999998,30.299999,61.299999,14.8,4.6999998,3
Dade,1,7.6999998,28.4,13.4,14.9,4,3
Dallas,0,7.4000001,28.9,5.8000002,16.700001,4.0999999,3
Daviess,1,7.5999999,30.4,31.799999,16.200001,3.7,3
DeKalb,1,7.0999999,33.900002,65,10.5,4.5999999,3
Dent,0,7.0999999,28,62.900002,16.4,4.9000001,3
Douglas,0,6.6999998,30.299999,38.599998,15.2,4.3000002,3
Dunklin,1,6.1999998,43.799999,68.199997,13.2,5.1999998,3
Franklin,1,8.1999998,32.599998,74.699997,10.4,3.9000001,3
Gasconade,0,8.3999996,27.299999,46.799999,12,4.0999999,3
Gentry,0,8.1000004,29.5,62,12.1,4.4000001,3
Greene,0,7.3000002,24,83.199997,11.3,4.5999999,3
Grundy,0,6.8000002,28.700001,59.299999,13.6,4.5999999,3
Harrison,1,6.9000001,35.400002,22.6,14.7,4.0999999,3
Henry,0,6.6999998,29.700001,44.900002,12.7,4.1999998,3
Hickory,0,7.3000002,28.5,32.099998,16.4,4.0999999,3
Holt,0,5.1999998,31.299999,62.400002,13.2,4.0999999,3
Howard,0,7.5,25.200001,36.5,12.6,3.8,3
Howell,1,6.8000002,31.799999,64.599998,12.9,4.9000001,3
Iron,1,6.6999998,26.799999,79.199997,12.7,4.4000001,3
Jackson,0,7,22.799999,91.5,12.6,4.6999998,3
Jasper,1,7.3000002,27,74.5,14.2,4.1999998,3
Jefferson,1,7.9000001,22.6,67.5,10,3.5999999,3
Johnson,0,7.4000001,27.9,49.299999,10,3.9000001,3
Knox,1,7.4000001,40.900002,13.7,17.5,4.5,3
Laclede,1,7.0999999,30.200001,53.099998,13.7,3.9000001,3
Lafayette,1,8,30.1,48.099998,10.4,4.1999998,3
Lawrence,0,7.9000001,27.9,53.200001,13.6,4.0999999,3
Lewis,1,6.8000002,23.1,17.200001,11.9,4.1999998,3
Lincoln,1,8.3000002,27.299999,35.200001,10.5,4.1999998,3
Linn,0,7,28.700001,66.400002,12.4,4.0999999,3
Livingston,1,7.6999998,27.6,74.5,12.2,4.1999998,3
McDonald,1,8,20.1,52.400002,20.299999,4,3
Macon,1,7.5,29.299999,54.599998,12.1,3.5,3
Madison,1,7.4000001,28.700001,84,12.7,4.5,3
Maries,1,7.9000001,35.5,20.5,15.1,4.1999998,3
Marion,1,7.4000001,28.200001,76.300003,10,4.4000001,3
Mercer,0,4.1999998,26.299999,26.4,15.5,4.4000001,3
Miller,1,7.9000001,26,55.900002,13.2,4.1999998,3
Mississippi,1,6.5999999,36.599998,52,13.4,5,3
Moniteau,1,8.3999996,29.5,38.299999,15.5,3.9000001,3
Monroe,1,7.6999998,31.200001,46.400002,12.7,3.7,3
Montgomery,0,7.9000001,28.4,39,13,3.9000001,3
Morgan,0,7.5,24.700001,41.200001,19.299999,4.9000001,3
New Madrid,1,6.9000001,38.599998,42.5,13.5,5.1999998,3
Newton,0,8,27.799999,54.200001,15.9,3.9000001,3
Nodaway,1,5.5,25.200001,75.800003,11.1,5,3
Oregon,0,6.9000001,34.599998,51.299999,14.7,4.8000002,3
Osage,0,8.6000004,32.799999,33.099998,9.8999996,3.4000001,3
Ozark,0,5,29.9,39.400002,16.700001,4.8000002,3
Pemiscot,1,6,41.5,53.5,11.7,5.0999999,3
Perry,1,8.3999996,27,37,8.6000004,3.7,3
Pettis,1,7.5999999,28.1,67.5,14.3,4,3
Phelps,1,7.1999998,28.200001,80.5,13.9,5.8000002,3
Pike,1,7.3000002,29.6,46,11.9,3.8,3
Platte,0,8.1000004,23.5,85.900002,6.5999999,3.9000001,3
Polk,1,8,26.4,49.5,13.5,3.9000001,3
Pulaski,1,6.6999998,21.9,72.900002,11.4,3.7,3
Putnam,0,7,30.700001,53.799999,14,3.9000001,3
Ralls,0,8.3999996,23.4,14.7,10.6,3.7,3
Randolph,1,7.5,32.799999,53.099998,11.6,4.6999998,3
Ray,0,7.6999998,33.299999,53.400002,11.3,4.1999998,3
Reynolds,0,6.4000001,31.1,63.799999,14.9,4.1999998,3
Ripley,1,6.6999998,35.299999,62,15.5,4.5999999,3
St. Charles,0,8.5,22.700001,90.699997,6.1999998,3.5999999,3
St. Clair,1,7.4000001,29.4,28.5,16,4.4000001,3
Ste. Genevieve,0,7.5999999,29.6,32.599998,10.9,4.3000002,3
St. Francois,1,7.5999999,32.299999,63,11.2,4.4000001,3
St. Louis,0,7.5999999,21.9,94.099998,8,4.5999999,3
Saline,1,7.1999998,32.299999,55.700001,12.8,3.9000001,3
Schuyler,1,4.5999999,27.5,42.5,15,4.3000002,3
Scotland,0,7.8000002,35.700001,4.6999998,22.799999,4.5999999,3
Scott,1,6.5999999,34.900002,66,12,4.9000001,3
Shannon,0,6.5999999,30.5,73,16.299999,4.5999999,3
Shelby,0,6.5,24.1,43.200001,13.8,4.5,3
Stoddard,1,7.8000002,38,64.300003,12.5,4.4000001,3
Stone,0,8.3000002,28.1,66.599998,14.6,3.9000001,3
Sullivan,0,7.5999999,34.299999,48.200001,15.4,4,3
Taney,0,6.4000001,30.5,72.400002,16.200001,4.0999999,3
Texas,1,7.0999999,29.5,65.699997,16.700001,5.0999999,3
Vernon,0,6.9000001,25.9,54.599998,13.1,4.0999999,3
Warren,0,8.3999996,26.299999,69.699997,10.5,3.9000001,3
Washington,0,7.0999999,33.099998,59.599998,12.7,4.5,3
Wayne,0,6.3000002,32.799999,65.5,15,4.5999999,3
Webster,1,7.8000002,25,55.400002,14.8,4,3
Worth,0,8.1000004,27.700001,20.9,12.3,4.1999998,3
Wright,0,7,30,33.799999,16.5,4.1999998,3
St. Louis City,1,6,26.299999,97.900002,12.5,6,1
Beaverhead,0,7.5999999,21.799999,79.599998,11.7,4.9000001,1
Big Horn,1,4.6999998,25.1,59.400002,19.4,4.6999998,1
Blaine,1,5.5999999,27.200001,39,17.5,4.3000002,1
Broadwater,0,8.3000002,22.200001,59.599998,11.3,3.5,1
Carbon,0,8,21.5,45.400002,11.7,4,1
Carter,0,5.5,25.4,21.700001,12.7,5.5999999,1
Cascade,0,7.5999999,24.5,83.5,10.1,4.4000001,1
Chouteau,0,5,29.4,36.599998,14.9,4,1
Custer,0,7.0999999,26.5,72.300003,9,4.0999999,1
Daniels,0,8.6999998,26.200001,0,10.2,3.4000001,1
Dawson,1,7.9000001,27.6,77.400002,8,3.8,1
Deer Lodge,0,8,33.799999,73.099998,10.1,4.5999999,1
Fallon,1,8.3000002,25.9,53.299999,9.1000004,4.0999999,1
Fergus,1,7.5,26,72,11.5,4,1
Flathead,0,8.1000004,20,81,10.3,4,1
Gallatin,0,8.3000002,13.1,81.800003,8.1999998,4.3000002,1
Garfield,1,7.4000001,32.200001,13.4,15.1,4.3000002,1
Glacier,1,6,31.1,58.299999,19.9,6.4000001,1
Golden Valley,0,4.5,23.799999,1.2,14.4,3.8,1
Granite,0,8,20,69.599998,13.7,3.5999999,1
Hill,1,6.4000001,27.200001,75.599998,12.8,4.5,1
Jefferson,0,8.6999998,22.799999,56.5,8.3000002,4.1999998,1
Judith Basin,1,6.5999999,29.5,8.6000004,11.8,4.3000002,1
Lake,0,7.9000001,22.299999,54.5,15.3,4.9000001,1
Lewis and Clark,0,8.1000004,19.6,78.199997,7.6999998,4,1
Liberty,1,6.5,24.799999,38.900002,19.4,3.7,1
Lincoln,0,7.5,22.1,98.900002,12.9,4.5,1
McCone,0,8.1999998,25,37.900002,16.6,3.2,1
Madison,0,7.9000001,19.6,35.5,13.7,3.7,1
Meagher,0,4.3000002,23,63.799999,11.6,3.7,1
Mineral,0,5.9000001,22.799999,100,10.6,4.5999999,1
Missoula,0,7.6999998,16.700001,92.599998,8.6000004,4.9000001,1
Musselshell,0,7.1999998,27.6,55.299999,12.4,4.5,1
Park,0,7.5,25.200001,60,10.1,3.8,1
Petroleum,0,4.9000001,21.700001,5.9000001,11.8,4.3000002,1
Phillips,1,7.3000002,29.5,64.599998,14.2,3.9000001,1
Pondera,0,6.3000002,23.799999,48.5,13.6,4.5999999,1
Powder River,0,7.1999998,27.4,17.6,14.7,3.7,1
Powell,0,7.6999998,25.9,83.099998,10.8,3.5,1
Prairie,0,5.6999998,24.299999,3.2,11.4,3.8,1
Ravalli,0,8.1999998,23.9,72.099998,12.7,4.3000002,1
Richland,1,8.1000004,28.4,61.200001,10.7,3.7,1
Roosevelt,1,4.8000002,28.5,48.700001,19.6,6.8000002,1
Rosebud,1,7.4000001,24.6,54.700001,13.8,4.6999998,1
Sanders,0,6,28.799999,83.199997,15.6,4.0999999,1
Sheridan,1,7.6999998,32.5,64.199997,10.8,4.5,1
Silver Bow,0,7.8000002,22.5,63,9.6000004,5.8000002,1
Stillwater,0,8.6000004,23.4,36.299999,8.3000002,3.8,1
Sweet Grass,0,8.1999998,20.5,70.599998,9.8999996,4.0999999,1
Teton,0,7.5,28,26.700001,12,3.8,1
Toole,0,7.1999998,23.4,69.199997,13.4,4.8000002,1
Treasure,0,4.5999999,24.9,11.3,14.2,3.2,1
Valley,1,7.5999999,30.799999,63.599998,12.4,4.5999999,1
Wheatland,0,4,24.9,49.799999,17.200001,4,1
Wibaux,0,5.5,28.799999,2.8,11.5,3.5999999,1
Yellowstone,0,8.1999998,22.1,84.900002,9,4.3000002,3
Adams,1,7.6999998,25.5,81.599998,8.8000002,4.3000002,3
Antelope,1,7.9000001,24.9,49.700001,11,3.9000001,3
Arthur,0,4.0999999,23.9,0,15,4.1999998,3
Banner,0,4.5999999,22.6,4.5,10,4.5999999,3
Blaine,1,5.0999999,32.5,10,14,2.9000001,3
Boone,1,8.3000002,30.799999,48.299999,9.1000004,3.5,3
Box Butte,1,7.5999999,23.4,72.900002,9.6999998,4,3
Boyd,1,4.9000001,30.5,1.4,14.2,4.4000001,3
Brown,1,7.8000002,27.6,75.900002,12,4.6999998,3
Buffalo,0,7.6999998,19.700001,89.099998,9.6000004,4.3000002,3
Burt,1,8.3999996,32.5,47.099998,11,4.1999998,3
Butler,0,8.3000002,25.4,42,8.8000002,3.7,3
Cass,1,8.5,27.1,65.699997,7,3.5999999,3
Cedar,1,8.3000002,26.299999,51.700001,9.6999998,3.8,3
Chase,1,8,28.9,78,16.9,2.9000001,3
Cherry,0,7.1999998,31.299999,64.5,14.9,3.3,3
Cheyenne,1,8.1000004,24.299999,62.799999,6.8000002,4.0999999,3
Clay,1,7.4000001,27,52.599998,11.8,3.7,3
Colfax,1,9.1999998,29.1,78.300003,16.700001,3.3,3
Cuming,1,8.6999998,27.6,69.900002,12.6,3.7,3
Custer,1,7,29.6,48.799999,11.3,3.5999999,3
Dakota,1,8.1999998,32.299999,86.099998,16.1,4,3
Dawes,0,7.4000001,20.700001,88.5,11,3.7,3
Dawson,1,7.9000001,25.9,82.099998,14.8,3.9000001,3
Deuel,0,7.9000001,26.6,77.599998,11.8,3.5999999,3
Dixon,1,8,33.400002,37.099998,10.8,3.5999999,3
Dodge,1,7.6999998,29.4,90.099998,10.7,3.8,3
Douglas,0,8,21.9,98.400002,10,4.5,3
Dundy,1,7.8000002,25.1,21.799999,17,3.9000001,3
Fillmore,1,8.1999998,28.1,63.5,8.3000002,4.4000001,3
Franklin,1,7.1999998,28.700001,50.900002,10.5,3.8,3
Frontier,1,5.8000002,29.799999,61.5,11.4,3.7,3
Furnas,1,7.5,30.299999,67.199997,11.5,4.1999998,3
Gage,1,7.8000002,29.1,67.400002,8.6999998,4.0999999,3
Garden,0,5.6999998,31,56.400002,13.2,3.5999999,3
Garfield,0,8.5,29.799999,70,10.7,4,3
Gosper,0,6.9000001,21.200001,33.900002,8.6000004,3.5,3
Grant,0,4,37.599998,5.1999998,8.5,4.0999999,3
Greeley,1,5,31.700001,.30000001,16.4,4.0999999,3
Hall,1,7.8000002,27.9,89.300003,13.4,4.1999998,3
Hamilton,0,8.6999998,25.299999,67.5,7,3.2,3
Harlan,0,8.3000002,28.200001,55.799999,9.8000002,3.9000001,3
Hayes,0,5.6999998,25.6,6.3000002,26.9,4.0999999,3
